,Unnamed: 0,year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,zip_code,sale_price,garage_type_attached,garage_type_detached,city_East Lucas,city_North Erinville,city_Port Andrealand,city_Port Jonathanborough,city_Wendybury,city_West Ann
35,517.0,1995.0,1.0,3.0,2.0,0.0,1480.0,1482.0,599.0,0.0,1.0,0.0,1.0,1.0,10748.0,315003.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,518.0,1995.0,1.0,3.0,2.0,0.0,1432.0,1433.0,440.0,0.0,1.0,1.0,1.0,1.0,10748.0,205377.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,519.0,1998.0,1.0,3.0,2.0,0.0,1802.0,1851.0,422.0,0.0,1.0,0.0,1.0,1.0,10748.0,412649.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,520.0,1996.0,1.0,4.0,2.0,0.0,2012.0,2024.0,583.0,0.0,1.0,1.0,1.0,1.0,10748.0,439737.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,521.0,1997.0,2.0,4.0,3.0,0.0,2733.0,2733.0,652.0,0.0,1.0,1.0,1.0,1.0,10748.0,573303.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,522.0,1994.0,1.0,3.0,1.0,1.0,1451.0,1451.0,461.0,0.0,1.0,0.0,1.0,1.0,10748.0,340204.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,523.0,1990.0,1.0,3.0,2.0,0.0,1721.0,1725.0,598.0,0.0,1.0,1.0,1.0,1.0,10748.0,396901.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,524.0,1995.0,1.0,4.0,2.0,0.0,1900.0,1903.0,604.0,0.0,1.0,1.0,1.0,1.0,10748.0,459900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,525.0,1993.0,1.0,3.0,2.0,1.0,1587.0,1586.0,508.0,0.0,1.0,0.0,1.0,1.0,10748.0,277202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,526.0,1991.0,1.0,3.0,2.0,1.0,1590.0,1584.0,506.0,0.0,1.0,0.0,1.0,1.0,10748.0,301137.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,527.0,1989.0,2.0,4.0,2.0,1.0,2296.0,2644.0,481.0,0.0,1.0,1.0,1.0,1.0,10748.0,463681.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,528.0,1991.0,2.0,4.0,2.0,1.0,2297.0,2661.0,483.0,0.0,1.0,1.0,1.0,1.0,10748.0,464312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,529.0,1992.0,1.0,4.0,2.0,1.0,2016.0,2174.0,503.0,0.0,1.0,0.0,1.0,1.0,10748.0,408243.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,530.0,1999.0,1.0,2.0,1.0,1.0,913.0,910.0,234.0,0.0,0.0,0.0,1.0,1.0,10748.0,207897.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,531.0,2001.0,1.0,1.0,1.0,1.0,761.0,767.0,235.0,0.0,0.0,0.0,1.0,1.0,10748.0,179550.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50,532.0,1988.0,1.0,2.0,1.0,1.0,911.0,918.0,239.0,0.0,0.0,0.0,1.0,1.0,10748.0,245074.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
51,533.0,1989.0,1.0,1.0,1.0,0.0,760.0,760.0,235.0,0.0,0.0,0.0,1.0,1.0,10748.0,177034.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
52,541.0,2003.0,1.0,3.0,3.0,0.0,2928.0,3160.0,469.0,0.0,1.0,1.0,1.0,1.0,10748.0,1020598.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,542.0,2002.0,1.0,4.0,4.0,0.0,3247.0,3796.0,669.0,0.0,1.0,1.0,1.0,1.0,10748.0,1080451.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,543.0,2001.0,1.0,4.0,4.0,0.0,3853.0,4384.0,865.0,0.0,1.0,1.0,1.0,1.0,10748.0,1071002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,544.0,2000.0,1.0,4.0,3.0,1.0,3550.0,4005.0,635.0,0.0,1.0,1.0,1.0,1.0,10748.0,1637999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,545.0,2001.0,1.0,3.0,3.0,0.0,2926.0,3159.0,830.0,0.0,1.0,1.0,1.0,1.0,10748.0,995396.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,546.0,1998.0,1.0,3.0,3.0,0.0,2633.0,2903.0,588.0,0.0,1.0,0.0,1.0,1.0,10748.0,970198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,547.0,1995.0,1.0,3.0,2.0,1.0,2143.0,2355.0,448.0,0.0,1.0,0.0,1.0,1.0,10748.0,694262.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,560.0,2007.0,1.0,2.0,1.0,1.0,1229.0,1257.0,420.0,0.0,1.0,0.0,1.0,1.0,10748.0,188998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,562.0,2004.0,3.0,4.0,2.0,1.0,2749.0,2772.0,463.0,0.0,1.0,0.0,1.0,1.0,11510.0,450448.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,566.0,2015.0,1.0,4.0,3.0,0.0,2789.0,3351.0,597.0,0.0,1.0,1.0,1.0,1.0,10748.0,655198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,567.0,2016.0,1.0,4.0,3.0,0.0,2798.0,3353.0,597.0,0.0,1.0,1.0,1.0,1.0,10748.0,630000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,756.0,2014.0,2.0,4.0,2.0,1.0,2912.0,2996.0,618.0,0.0,1.0,0.0,1.0,1.0,10250.0,473131.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64,757.0,2015.0,1.0,3.0,2.0,0.0,2314.0,2333.0,625.0,0.0,1.0,0.0,1.0,1.0,10250.0,464311.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,758.0,2015.0,1.0,4.0,2.0,0.0,2547.0,2631.0,626.0,0.0,1.0,0.0,1.0,1.0,10250.0,484471.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,759.0,2013.0,2.0,4.0,2.0,1.0,2777.0,3019.0,648.0,0.0,1.0,0.0,1.0,1.0,10250.0,451084.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,760.0,2014.0,2.0,4.0,2.0,1.0,2914.0,2990.0,623.0,0.0,1.0,0.0,1.0,1.0,10250.0,454228.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,761.0,2007.0,2.0,6.0,4.0,1.0,4094.0,4158.0,690.0,0.0,1.0,0.0,1.0,1.0,10250.0,466198.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,762.0,2007.0,2.0,5.0,3.0,1.0,3276.0,3299.0,608.0,0.0,1.0,0.0,1.0,1.0,10250.0,401939.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,865.0,1992.0,1.0,3.0,2.0,0.0,1230.0,1273.0,427.0,0.0,1.0,0.0,1.0,1.0,11295.0,376742.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,943.0,2011.0,3.0,3.0,2.0,1.0,1583.0,1674.0,460.0,0.0,1.0,0.0,1.0,1.0,11295.0,342719.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,947.0,2011.0,3.0,3.0,2.0,1.0,1233.0,1311.0,268.0,0.0,1.0,0.0,1.0,1.0,11295.0,302401.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73,966.0,2014.0,1.0,2.0,2.0,1.0,2161.0,2236.0,428.0,0.0,0.0,0.0,1.0,1.0,11911.0,389966.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74,967.0,2015.0,1.0,2.0,2.0,1.0,2158.0,2231.0,433.0,0.0,0.0,0.0,1.0,1.0,11911.0,456124.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,968.0,2015.0,1.0,2.0,2.0,1.0,2162.0,2228.0,428.0,0.0,0.0,0.0,1.0,1.0,11911.0,391227.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76,969.0,2016.0,1.0,2.0,2.0,0.0,2044.0,2080.0,425.0,0.0,0.0,0.0,1.0,1.0,11911.0,375484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77,970.0,2014.0,1.0,2.0,2.0,0.0,1856.0,1886.0,446.0,0.0,0.0,0.0,1.0,1.0,11911.0,340831.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,971.0,2014.0,1.0,2.0,2.0,1.0,2163.0,2232.0,432.0,0.0,0.0,0.0,1.0,1.0,11911.0,374220.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,972.0,2015.0,1.0,2.0,2.0,1.0,2167.0,2237.0,434.0,0.0,0.0,0.0,1.0,1.0,11911.0,408241.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,973.0,2011.0,2.0,3.0,2.0,1.0,1646.0,1739.0,436.0,0.0,0.0,0.0,1.0,1.0,11295.0,412022.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,974.0,2013.0,2.0,5.0,2.0,1.0,2815.0,2838.0,479.0,0.0,1.0,0.0,1.0,1.0,11510.0,476283.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82,975.0,2013.0,2.0,4.0,2.0,1.0,2273.0,2375.0,436.0,0.0,1.0,0.0,1.0,1.0,11510.0,466201.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,976.0,2013.0,2.0,4.0,2.0,1.0,2283.0,2356.0,429.0,0.0,1.0,0.0,1.0,1.0,11510.0,461160.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,1001.0,2014.0,1.0,3.0,2.0,1.0,3060.0,3062.0,706.0,0.0,0.0,0.0,1.0,1.0,10250.0,460530.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85,1002.0,2016.0,2.0,3.0,2.0,1.0,2829.0,2827.0,584.0,0.0,0.0,0.0,1.0,1.0,10250.0,448561.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86,1003.0,2014.0,1.0,3.0,2.0,0.0,2316.0,2308.0,436.0,0.0,0.0,0.0,1.0,1.0,10250.0,443524.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,1011.0,2015.0,1.0,3.0,2.0,1.0,3303.0,3312.0,458.0,0.0,0.0,0.0,1.0,1.0,10250.0,475650.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88,1012.0,2015.0,2.0,4.0,2.0,1.0,3120.0,3163.0,715.0,0.0,0.0,0.0,1.0,1.0,10250.0,450450.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,1013.0,2015.0,1.0,3.0,2.0,1.0,2495.0,2492.0,448.0,0.0,0.0,0.0,1.0,1.0,10250.0,499589.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90,1014.0,2014.0,1.0,3.0,2.0,1.0,2830.0,2899.0,667.0,0.0,0.0,0.0,1.0,1.0,10250.0,497704.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
91,1015.0,2015.0,1.0,3.0,2.0,1.0,2838.0,2899.0,661.0,0.0,0.0,0.0,1.0,1.0,10250.0,489513.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,1032.0,2014.0,2.0,5.0,3.0,0.0,3409.0,3576.0,651.0,0.0,0.0,0.0,1.0,1.0,10250.0,549358.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,1033.0,2016.0,2.0,5.0,3.0,0.0,3781.0,4028.0,751.0,0.0,0.0,0.0,1.0,1.0,10250.0,558180.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,1034.0,2015.0,1.0,4.0,2.0,1.0,2787.0,3147.0,599.0,0.0,0.0,0.0,1.0,1.0,10250.0,500847.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
95,1035.0,2014.0,1.0,4.0,3.0,0.0,3026.0,3363.0,478.0,0.0,0.0,0.0,1.0,1.0,10250.0,536128.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96,1036.0,2015.0,2.0,4.0,3.0,0.0,3151.0,3171.0,589.0,0.0,1.0,0.0,1.0,1.0,11510.0,595977.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
97,1037.0,2016.0,2.0,4.0,3.0,0.0,3183.0,3409.0,422.0,0.0,1.0,0.0,1.0,1.0,11510.0,572038.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98,1038.0,2015.0,2.0,5.0,3.0,0.0,3827.0,4182.0,503.0,0.0,1.0,0.0,1.0,1.0,11510.0,613624.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
99,1039.0,2014.0,2.0,5.0,2.0,1.0,2805.0,2846.0,475.0,0.0,0.0,0.0,1.0,1.0,11510.0,505892.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,1040.0,2015.0,2.0,4.0,2.0,1.0,2403.0,2442.0,578.0,0.0,1.0,0.0,1.0,1.0,11510.0,492656.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101,1041.0,2015.0,2.0,5.0,2.0,1.0,2805.0,2841.0,479.0,0.0,1.0,0.0,1.0,1.0,11510.0,565737.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
102,1042.0,2014.0,2.0,5.0,2.0,1.0,2803.0,2839.0,477.0,0.0,1.0,0.0,1.0,1.0,11510.0,526047.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,1043.0,2014.0,2.0,5.0,3.0,0.0,3820.0,4181.0,503.0,0.0,1.0,0.0,1.0,1.0,11510.0,601020.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,1044.0,2015.0,1.0,3.0,2.0,0.0,1945.0,1954.0,414.0,0.0,1.0,0.0,1.0,1.0,11510.0,459897.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,1045.0,2016.0,2.0,4.0,2.0,1.0,2409.0,2446.0,581.0,0.0,1.0,0.0,1.0,1.0,11510.0,518491.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106,1046.0,2014.0,2.0,4.0,2.0,1.0,2405.0,2446.0,581.0,0.0,1.0,0.0,1.0,1.0,11510.0,519749.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,1047.0,2015.0,2.0,4.0,3.0,0.0,3156.0,3168.0,590.0,0.0,1.0,0.0,1.0,1.0,11510.0,575188.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,1048.0,2013.0,2.0,5.0,3.0,0.0,3826.0,4184.0,502.0,0.0,1.0,0.0,1.0,1.0,11510.0,599757.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,1049.0,2016.0,2.0,4.0,2.0,1.0,2279.0,2361.0,433.0,0.0,0.0,0.0,1.0,1.0,11510.0,500220.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,1057.0,2016.0,1.0,4.0,2.0,1.0,2283.0,2408.0,414.0,0.0,1.0,0.0,1.0,1.0,10250.0,493294.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,1058.0,2015.0,2.0,6.0,4.0,0.0,4126.0,4262.0,597.0,0.0,1.0,0.0,1.0,1.0,10250.0,713159.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,1059.0,2015.0,1.0,4.0,2.0,1.0,2288.0,2408.0,417.0,0.0,1.0,0.0,1.0,1.0,10250.0,527944.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
113,1060.0,2014.0,1.0,5.0,3.0,0.0,2814.0,3230.0,649.0,0.0,1.0,0.0,1.0,1.0,10250.0,542431.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114,1061.0,2015.0,1.0,4.0,2.0,1.0,2289.0,2412.0,411.0,0.0,1.0,0.0,1.0,1.0,10250.0,526684.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
115,1066.0,2012.0,1.0,3.0,2.0,1.0,2310.0,2308.0,445.0,0.0,0.0,0.0,1.0,1.0,10250.0,414544.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,1082.0,2010.0,3.0,3.0,2.0,1.0,1582.0,1674.0,459.0,0.0,1.0,0.0,1.0,1.0,11295.0,336421.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
117,1092.0,2015.0,2.0,4.0,3.0,0.0,2544.0,2532.0,484.0,0.0,0.0,0.0,1.0,1.0,10250.0,455486.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118,1178.0,2016.0,2.0,2.0,2.0,1.0,1222.0,1235.0,436.0,0.0,0.0,0.0,1.0,1.0,11295.0,357207.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
119,1179.0,2016.0,2.0,3.0,2.0,1.0,1554.0,1567.0,449.0,0.0,0.0,0.0,1.0,1.0,11295.0,409498.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
120,1180.0,2016.0,2.0,3.0,2.0,1.0,1557.0,1565.0,449.0,0.0,0.0,0.0,1.0,1.0,11295.0,445414.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
121,1181.0,2014.0,2.0,2.0,2.0,1.0,1212.0,1237.0,435.0,0.0,0.0,0.0,1.0,1.0,11295.0,360357.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,1182.0,2016.0,2.0,2.0,2.0,1.0,1222.0,1236.0,434.0,0.0,0.0,0.0,1.0,1.0,11295.0,361621.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,1183.0,2016.0,2.0,2.0,2.0,1.0,1512.0,1518.0,448.0,0.0,0.0,0.0,1.0,1.0,11295.0,406981.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124,1184.0,2015.0,3.0,2.0,2.0,1.0,1645.0,1855.0,498.0,0.0,0.0,0.0,1.0,1.0,11295.0,413279.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,1185.0,2013.0,3.0,2.0,2.0,1.0,1647.0,1854.0,501.0,0.0,0.0,0.0,1.0,1.0,11295.0,385564.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
126,1186.0,2015.0,3.0,2.0,2.0,1.0,1650.0,1856.0,500.0,0.0,0.0,0.0,1.0,1.0,11295.0,386821.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127,1187.0,2015.0,3.0,2.0,2.0,1.0,1648.0,1733.0,501.0,0.0,0.0,0.0,1.0,1.0,11295.0,374854.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,1188.0,2013.0,2.0,4.0,3.0,0.0,3183.0,3411.0,421.0,0.0,1.0,0.0,1.0,1.0,11510.0,544321.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129,1196.0,2016.0,2.0,4.0,3.0,0.0,2453.0,2541.0,679.0,0.0,1.0,0.0,1.0,1.0,10250.0,468716.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
130,1200.0,2015.0,1.0,3.0,2.0,1.0,2813.0,2946.0,586.0,0.0,0.0,0.0,1.0,1.0,10250.0,612361.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
131,1201.0,2015.0,2.0,5.0,3.0,0.0,3443.0,3562.0,646.0,0.0,0.0,0.0,1.0,1.0,10250.0,525422.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
132,1202.0,2014.0,2.0,5.0,3.0,1.0,3317.0,3456.0,723.0,0.0,0.0,0.0,1.0,1.0,10250.0,512187.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,1203.0,2014.0,2.0,5.0,3.0,1.0,3317.0,3464.0,723.0,0.0,0.0,0.0,1.0,1.0,10250.0,546838.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
