,sale_price,num_bedrooms,has_fireplace,year_built,Year_levels
239,461157.0,3.0,0.0,2015.0,2002-2018
240,407611.0,4.0,0.0,2013.0,2002-2018
241,394378.0,4.0,0.0,2013.0,2002-2018
242,321296.0,4.0,0.0,2008.0,2002-2018
243,321296.0,4.0,0.0,2008.0,2002-2018
244,333271.0,3.0,0.0,2009.0,2002-2018
245,401944.0,5.0,1.0,2008.0,2002-2018
246,343979.0,5.0,1.0,2007.0,2002-2018
247,340197.0,3.0,1.0,2005.0,2002-2018
248,327600.0,4.0,1.0,2005.0,2002-2018
249,403202.0,4.0,1.0,2003.0,2002-2018
250,380522.0,4.0,1.0,2004.0,2002-2018
251,330747.0,4.0,1.0,2005.0,2002-2018
252,371699.0,4.0,1.0,2003.0,2002-2018
253,252003.0,3.0,1.0,1962.0,1951-1967
254,351542.0,5.0,0.0,1954.0,1951-1967
255,233101.0,3.0,0.0,1954.0,1951-1967
256,238142.0,3.0,0.0,1930.0,1918-1934
257,409501.0,5.0,0.0,2015.0,2002-2018
258,302397.0,4.0,1.0,1973.0,1968-1984
259,195299.0,2.0,0.0,1972.0,1968-1984
260,278458.0,3.0,0.0,2001.0,1985-2001
261,279720.0,4.0,0.0,1972.0,1968-1984
262,194666.0,3.0,0.0,1959.0,1951-1967
263,233100.0,3.0,1.0,1961.0,1951-1967
264,409501.0,4.0,1.0,2009.0,2002-2018
265,298620.0,2.0,1.0,2005.0,2002-2018
266,349646.0,5.0,1.0,2007.0,2002-2018
267,365399.0,4.0,1.0,2001.0,1985-2001
268,302404.0,3.0,1.0,2001.0,1985-2001
269,352799.0,6.0,1.0,2001.0,1985-2001
270,357213.0,6.0,1.0,2001.0,1985-2001
271,308701.0,3.0,1.0,2006.0,2002-2018
272,250738.0,3.0,1.0,1977.0,1968-1984
273,214827.0,2.0,0.0,1963.0,1951-1967
274,342092.0,4.0,1.0,2009.0,2002-2018
275,361624.0,3.0,1.0,2007.0,2002-2018
276,345237.0,4.0,1.0,2006.0,2002-2018
277,434700.0,5.0,1.0,2006.0,2002-2018
278,383040.0,4.0,1.0,2010.0,2002-2018
279,378346.72,4.0,1.0,2007.0,2002-2018
280,427141.0,4.0,1.0,2009.0,2002-2018
281,384302.0,4.0,1.0,2009.0,2002-2018
282,315001.0,4.0,1.0,2007.0,2002-2018
283,376744.0,4.0,1.0,2005.0,2002-2018
284,335161.0,3.0,1.0,2005.0,2002-2018
285,330748.0,3.0,1.0,2006.0,2002-2018
286,385558.0,5.0,1.0,2006.0,2002-2018
287,441000.0,5.0,1.0,2005.0,2002-2018
288,264602.0,3.0,0.0,2010.0,2002-2018
289,250740.0,3.0,0.0,2006.0,2002-2018
290,253888.0,3.0,0.0,2007.0,2002-2018
291,548104.0,3.0,1.0,1980.0,1968-1984
292,390600.0,4.0,1.0,2005.0,2002-2018
293,327600.0,3.0,0.0,1962.0,1951-1967
294,321303.0,3.0,1.0,2003.0,2002-2018
295,313742.0,3.0,1.0,2004.0,2002-2018
296,315004.0,3.0,1.0,2002.0,2002-2018
297,264601.0,2.0,1.0,1987.0,1985-2001
298,289804.0,3.0,1.0,1989.0,1985-2001
299,209163.0,2.0,0.0,1957.0,1951-1967
300,269643.0,3.0,1.0,1993.0,1985-2001
301,259559.0,4.0,0.0,1974.0,1968-1984
302,264604.0,3.0,1.0,1992.0,1985-2001
303,264600.0,3.0,1.0,1992.0,1985-2001
304,321296.0,2.0,1.0,1940.0,1935-1950
305,430916.0,4.0,1.0,1985.0,1985-2001
306,330124.0,3.0,1.0,1948.0,1935-1950
307,212313.0,2.0,1.0,1946.0,1935-1950
308,380523.0,4.0,0.0,2015.0,2002-2018
309,383036.0,4.0,0.0,2015.0,2002-2018
310,354059.0,4.0,0.0,2014.0,2002-2018
311,377996.0,4.0,0.0,2011.0,2002-2018
312,343976.0,4.0,0.0,2015.0,2002-2018
313,409496.0,8.0,1.0,2001.0,1985-2001
314,296096.0,4.0,1.0,2001.0,1985-2001
315,371700.0,4.0,0.0,2003.0,2002-2018
316,434697.0,4.0,1.0,2002.0,2002-2018
317,439739.0,5.0,1.0,2002.0,2002-2018
318,353431.0,4.0,1.0,2002.0,2002-2018
319,478799.0,4.0,1.0,2004.0,2002-2018
320,355320.0,2.0,1.0,2004.0,2002-2018
321,315002.0,2.0,1.0,2004.0,2002-2018
322,318780.0,2.0,1.0,2003.0,2002-2018
323,264599.0,2.0,1.0,2006.0,2002-2018
324,318146.0,2.0,1.0,2007.0,2002-2018
325,260819.0,2.0,1.0,2007.0,2002-2018
326,260192.0,2.0,1.0,2003.0,2002-2018
327,321297.0,2.0,1.0,2006.0,2002-2018
328,252002.0,2.0,1.0,2004.0,2002-2018
329,245072.0,2.0,1.0,2006.0,2002-2018
330,242548.0,2.0,1.0,2007.0,2002-2018
331,254516.0,2.0,1.0,2005.0,2002-2018
332,357840.0,3.0,1.0,2007.0,2002-2018
333,553139.0,4.0,1.0,2003.0,2002-2018
334,365398.0,4.0,1.0,2005.0,2002-2018
335,352799.0,3.0,1.0,2010.0,2002-2018
336,371700.0,3.0,1.0,2006.0,2002-2018
337,466203.0,3.0,1.0,2005.0,2002-2018
338,400679.0,4.0,1.0,2006.0,2002-2018
339,411389.0,3.0,1.0,2004.0,2002-2018
340,364139.0,4.0,1.0,2005.0,2002-2018
341,365396.0,3.0,1.0,2004.0,2002-2018
342,365396.0,3.0,1.0,2005.0,2002-2018
343,418317.0,4.0,1.0,2004.0,2002-2018
344,535504.0,4.0,1.0,2002.0,2002-2018
345,371701.0,4.0,0.0,2008.0,2002-2018
346,504002.0,4.0,1.0,2005.0,2002-2018
347,478167.0,4.0,1.0,2005.0,2002-2018
348,529201.0,4.0,1.0,2003.0,2002-2018
349,535502.0,4.0,1.0,2004.0,2002-2018
350,409500.0,4.0,0.0,2005.0,2002-2018
351,434696.0,4.0,1.0,2005.0,2002-2018
352,436589.0,4.0,1.0,2003.0,2002-2018
353,409500.0,3.0,1.0,2002.0,2002-2018
354,404457.0,3.0,1.0,2002.0,2002-2018
355,485104.0,4.0,1.0,2004.0,2002-2018
356,251998.0,2.0,1.0,2005.0,2002-2018
357,371700.0,3.0,1.0,2006.0,2002-2018
358,409502.0,3.0,0.0,2002.0,2002-2018
359,592199.0,4.0,1.0,1987.0,1985-2001
360,478801.0,4.0,0.0,2012.0,2002-2018
361,403199.0,3.0,0.0,2012.0,2002-2018
362,438478.0,3.0,0.0,2010.0,2002-2018
363,379888.0,3.0,1.0,2006.0,2002-2018
364,430923.0,4.0,1.0,2006.0,2002-2018
365,444784.0,4.0,1.0,2004.0,2002-2018
366,447297.0,3.0,0.0,2001.0,1985-2001
367,478796.0,4.0,1.0,2004.0,2002-2018
368,560699.0,3.0,1.0,2007.0,2002-2018
369,434701.0,3.0,1.0,2009.0,2002-2018
370,485102.0,5.0,1.0,2009.0,2002-2018
371,667800.0,5.0,1.0,1987.0,1985-2001
372,667804.0,2.0,0.0,2008.0,2002-2018
373,457380.0,5.0,1.0,2004.0,2002-2018
374,422100.0,4.0,1.0,2003.0,2002-2018
375,429029.0,3.0,1.0,2005.0,2002-2018
376,428396.0,5.0,1.0,1999.0,1985-2001
377,425877.0,3.0,1.0,2000.0,1985-2001
378,459900.0,4.0,1.0,2001.0,1985-2001
379,454863.0,3.0,1.0,2008.0,2002-2018
380,464938.0,3.0,1.0,2008.0,2002-2018
381,630001.0,4.0,1.0,2009.0,2002-2018
382,403198.0,4.0,1.0,2006.0,2002-2018
383,446150.4,4.0,1.0,2004.0,2002-2018
384,418317.0,3.0,1.0,2000.0,1985-2001
385,390596.0,4.0,0.0,1995.0,1985-2001
386,365399.0,4.0,1.0,1990.0,1985-2001
387,378003.0,3.0,1.0,1989.0,1985-2001
388,403201.0,4.0,1.0,1990.0,1985-2001
389,380522.0,3.0,1.0,1987.0,1985-2001
390,415800.0,3.0,1.0,1986.0,1985-2001
391,405716.0,3.0,1.0,1989.0,1985-2001
392,406981.0,3.0,1.0,1988.0,1985-2001
393,377998.0,5.0,1.0,1998.0,1985-2001
394,289796.0,3.0,0.0,1978.0,1968-1984
395,333897.0,3.0,1.0,1978.0,1968-1984
396,409726.06,3.0,0.0,1982.0,1968-1984
397,126001.0,2.0,0.0,1968.0,1968-1984
398,125997.0,2.0,0.0,1968.0,1968-1984
399,473134.0,4.0,1.0,2015.0,2002-2018
400,352803.0,3.0,1.0,2008.0,2002-2018
401,472502.0,6.0,1.0,2010.0,2002-2018
402,441003.0,5.0,1.0,2005.0,2002-2018
403,453596.0,6.0,1.0,2006.0,2002-2018
404,466197.0,4.0,1.0,2006.0,2002-2018
405,485104.0,6.0,1.0,2005.0,2002-2018
406,352798.0,6.0,1.0,2007.0,2002-2018
407,478802.0,6.0,1.0,2006.0,2002-2018
408,378000.0,3.0,1.0,2005.0,2002-2018
409,485104.0,5.0,1.0,2005.0,2002-2018
410,438481.0,5.0,1.0,2002.0,2002-2018
411,327597.0,4.0,1.0,1989.0,1985-2001
412,398159.0,2.0,0.0,2003.0,2002-2018
413,359098.0,3.0,1.0,1978.0,1968-1984
414,567002.0,3.0,1.0,1980.0,1968-1984
415,365399.0,4.0,1.0,1986.0,1985-2001
416,440997.0,3.0,1.0,1986.0,1985-2001
417,375477.0,3.0,1.0,1985.0,1985-2001
418,384933.0,2.0,0.0,1981.0,1968-1984
419,327597.0,3.0,1.0,2001.0,1985-2001
420,321297.0,3.0,1.0,1989.0,1985-2001
421,207901.0,3.0,1.0,1989.0,1985-2001
422,351541.0,3.0,1.0,1990.0,1985-2001
423,317517.0,3.0,1.0,1990.0,1985-2001
424,340202.0,3.0,1.0,1990.0,1985-2001
425,354056.0,4.0,1.0,1991.0,1985-2001
426,243181.0,3.0,0.0,1973.0,1968-1984
427,377997.0,3.0,1.0,2014.0,2002-2018
428,409501.0,4.0,1.0,2011.0,2002-2018
429,405716.0,4.0,0.0,2012.0,2002-2018
430,458642.0,5.0,0.0,2015.0,2002-2018
431,430923.0,4.0,0.0,2013.0,2002-2018
432,459269.0,4.0,0.0,2015.0,2002-2018
433,377998.0,4.0,1.0,2007.0,2002-2018
434,434073.0,4.0,1.0,2008.0,2002-2018
435,386819.0,4.0,1.0,2007.0,2002-2018
436,384296.0,3.0,1.0,2007.0,2002-2018
437,351540.0,3.0,1.0,2009.0,2002-2018
438,592203.0,5.0,1.0,2009.0,2002-2018
439,322556.0,3.0,1.0,2007.0,2002-2018
440,387454.0,3.0,1.0,2006.0,2002-2018
441,384296.0,3.0,1.0,2008.0,2002-2018
442,491398.0,4.0,1.0,2001.0,1985-2001
443,312482.0,3.0,1.0,1988.0,1985-2001
444,365404.0,3.0,1.0,1989.0,1985-2001
445,289801.0,3.0,1.0,1988.0,1985-2001
446,384303.0,4.0,1.0,1990.0,1985-2001
447,308702.0,3.0,1.0,1998.0,1985-2001
448,377999.0,4.0,1.0,1992.0,1985-2001
449,355316.0,3.0,1.0,1991.0,1985-2001
450,352800.0,3.0,1.0,1992.0,1985-2001
451,378002.0,3.0,1.0,1990.0,1985-2001
452,340200.0,3.0,1.0,1989.0,1985-2001
453,409502.0,4.0,0.0,2009.0,2002-2018
454,497704.0,4.0,1.0,2005.0,2002-2018
455,453604.0,5.0,1.0,2005.0,2002-2018
456,502738.0,4.0,1.0,2007.0,2002-2018
457,239401.0,3.0,1.0,2006.0,2002-2018
458,415796.0,4.0,1.0,2004.0,2002-2018
459,428399.0,4.0,1.0,2005.0,2002-2018
460,463676.0,3.0,1.0,2002.0,2002-2018
461,459903.0,3.0,1.0,2000.0,1985-2001
462,459900.0,4.0,1.0,2002.0,2002-2018
463,514078.0,5.0,1.0,2002.0,2002-2018
464,458643.0,5.0,1.0,2001.0,1985-2001
465,396901.0,5.0,0.0,2003.0,2002-2018
466,275943.0,4.0,0.0,1988.0,1985-2001
467,327602.0,2.0,0.0,1980.0,1968-1984
468,308699.0,2.0,0.0,1984.0,1968-1984
469,235623.0,2.0,0.0,1982.0,1968-1984
470,258304.0,2.0,0.0,1983.0,1968-1984
471,457382.0,4.0,1.0,2013.0,2002-2018
472,345867.0,3.0,0.0,2012.0,2002-2018
473,529200.0,4.0,0.0,2013.0,2002-2018
474,379887.0,2.0,1.0,2015.0,2002-2018
475,384296.0,4.0,0.0,2010.0,2002-2018
476,447304.0,4.0,0.0,2010.0,2002-2018
477,516600.0,4.0,0.0,2006.0,2002-2018
478,412016.0,4.0,0.0,2007.0,2002-2018
479,435956.0,4.0,0.0,2006.0,2002-2018
480,449816.0,4.0,1.0,2010.0,2002-2018
481,434697.0,3.0,0.0,2011.0,2002-2018
482,472498.0,4.0,1.0,2007.0,2002-2018
483,423359.0,6.0,1.0,2008.0,2002-2018
484,441001.0,4.0,1.0,2003.0,2002-2018
485,378001.0,4.0,1.0,2002.0,2002-2018
486,428403.0,4.0,1.0,2002.0,2002-2018
487,422103.0,4.0,1.0,2002.0,2002-2018
488,291064.0,3.0,0.0,2002.0,2002-2018
489,375482.0,3.0,0.0,2001.0,1985-2001
490,327604.0,3.0,1.0,1994.0,1985-2001
491,338313.0,3.0,0.0,2002.0,2002-2018
492,309958.0,4.0,0.0,2000.0,1985-2001
493,389343.0,4.0,0.0,2000.0,1985-2001
494,361623.0,3.0,1.0,2004.0,2002-2018
495,396898.0,4.0,1.0,2006.0,2002-2018
496,384302.0,4.0,1.0,2006.0,2002-2018
497,352797.0,3.0,1.0,2006.0,2002-2018
498,396899.0,3.0,1.0,2004.0,2002-2018
499,412021.0,4.0,1.0,2006.0,2002-2018
500,409499.0,4.0,1.0,2006.0,2002-2018
501,423364.0,4.0,1.0,2004.0,2002-2018
502,388083.0,4.0,1.0,2004.0,2002-2018
503,340200.0,2.0,1.0,2004.0,2002-2018
504,415798.0,2.0,1.0,2005.0,2002-2018
505,384296.0,2.0,1.0,2003.0,2002-2018
506,386816.0,1.0,1.0,2002.0,2002-2018
507,439741.0,2.0,1.0,2001.0,1985-2001
508,346497.0,2.0,1.0,2001.0,1985-2001
509,327604.0,1.0,1.0,1999.0,1985-2001
510,389336.0,2.0,1.0,2000.0,1985-2001
511,337682.0,2.0,1.0,2002.0,2002-2018
512,428397.0,2.0,1.0,2000.0,1985-2001
513,327602.0,3.0,1.0,1989.0,1985-2001
514,377997.0,3.0,1.0,1990.0,1985-2001
515,302399.0,3.0,1.0,1991.0,1985-2001
516,315003.0,3.0,1.0,1988.0,1985-2001
517,390602.0,4.0,1.0,2006.0,2002-2018
518,432177.0,4.0,1.0,2005.0,2002-2018
519,327601.0,3.0,0.0,2002.0,2002-2018
520,428399.0,4.0,1.0,2003.0,2002-2018
521,422096.0,3.0,0.0,2000.0,1985-2001
522,406979.0,3.0,0.0,2003.0,2002-2018
523,478799.0,5.0,1.0,2002.0,2002-2018
524,308704.0,2.0,1.0,1992.0,1985-2001
525,346497.0,3.0,1.0,1991.0,1985-2001
526,352796.0,3.0,1.0,1992.0,1985-2001
527,361616.0,3.0,1.0,1992.0,1985-2001
528,316889.0,4.0,0.0,1988.0,1985-2001
529,391858.0,4.0,1.0,2006.0,2002-2018
530,516600.0,4.0,1.0,2006.0,2002-2018
531,466199.0,5.0,1.0,2015.0,2002-2018
532,481316.0,4.0,1.0,2015.0,2002-2018
533,508406.0,5.0,1.0,2014.0,2002-2018
534,509672.0,5.0,1.0,2013.0,2002-2018
